schema_name,table_name,index_name,is_primary,is_unique,is_live,is_valid,is_clustered,predicate,comment,indexdef
public,hero_competitions,hero_competitions_pkey,true,true,true,true,false,null,null,CREATE UNIQUE INDEX hero_competitions_pkey ON public.hero_competitions USING btree (id)
public,hero_competitions,idx_hero_competitions_competition_id,false,false,true,true,false,null,null,CREATE INDEX idx_hero_competitions_competition_id ON public.hero_competitions USING btree (competition_id)
public,instant_win_grids,idx_instant_win_grids_competition_id,false,false,true,true,false,null,null,CREATE INDEX idx_instant_win_grids_competition_id ON public.instant_win_grids USING btree (competition_id)
public,instant_win_grids,idx_instant_win_grids_is_active,false,false,true,true,false,(is_active = true),null,CREATE INDEX idx_instant_win_grids_is_active ON public.instant_win_grids USING btree (is_active) WHERE (is_active = true)
public,instant_win_grids,instant_win_grids_competition_id_key,false,true,true,true,false,null,null,CREATE UNIQUE INDEX instant_win_grids_competition_id_key ON public.instant_win_grids USING btree (competition_id)
public,instant_win_grids,instant_win_grids_pkey,true,true,true,true,false,null,null,CREATE UNIQUE INDEX instant_win_grids_pkey ON public.instant_win_grids USING btree (id)
public,internal_transfers,internal_transfers_pkey,true,true,true,true,false,null,null,CREATE UNIQUE INDEX internal_transfers_pkey ON public.internal_transfers USING btree (id)
public,internal_transfers,internal_transfers_transfer_id_key,false,true,true,true,false,null,null,CREATE UNIQUE INDEX internal_transfers_transfer_id_key ON public.internal_transfers USING btree (transfer_id)
public,joincompetition,idx_joincompetition_canonical_user_id,false,false,true,true,false,(canonical_user_id IS NOT NULL),null,CREATE INDEX idx_joincompetition_canonical_user_id ON public.joincompetition USING btree (canonical_user_id) WHERE (canonical_user_id IS NOT NULL)
public,joincompetition,idx_joincompetition_comp,false,false,true,true,false,null,null,CREATE INDEX idx_joincompetition_comp ON public.joincompetition USING btree (competitionid)
public,joincompetition,idx_joincompetition_comp_user_wallet,false,false,true,true,false,null,null,"CREATE INDEX idx_joincompetition_comp_user_wallet ON public.joincompetition USING btree (competitionid, userid, canonical_user_id, wallet_address)"
public,joincompetition,idx_joincompetition_competitionid,false,false,true,true,false,null,null,CREATE INDEX idx_joincompetition_competitionid ON public.joincompetition USING btree (competitionid)
public,joincompetition,idx_joincompetition_competitionid_tickets,false,false,true,true,false,((ticketnumbers IS NOT NULL) AND (TRIM(BOTH FROM ticketnumbers) <> ''::text)),null,CREATE INDEX idx_joincompetition_competitionid_tickets ON public.joincompetition USING btree (competitionid) WHERE ((ticketnumbers IS NOT NULL) AND (TRIM(BOTH FROM ticketnumbers) <> ''::text))
public,joincompetition,idx_joincompetition_cuid,false,false,true,true,false,null,null,CREATE INDEX idx_joincompetition_cuid ON public.joincompetition USING btree (canonical_user_id)
public,joincompetition,idx_joincompetition_privy_user_id,false,false,true,true,false,(privy_user_id IS NOT NULL),null,CREATE INDEX idx_joincompetition_privy_user_id ON public.joincompetition USING btree (privy_user_id) WHERE (privy_user_id IS NOT NULL)
public,joincompetition,idx_joincompetition_purchasedate,false,false,true,true,false,null,null,CREATE INDEX idx_joincompetition_purchasedate ON public.joincompetition USING btree (purchasedate DESC)
public,joincompetition,idx_joincompetition_transactionhash,false,false,true,true,false,(transactionhash IS NOT NULL),null,CREATE INDEX idx_joincompetition_transactionhash ON public.joincompetition USING btree (transactionhash) WHERE (transactionhash IS NOT NULL)
public,joincompetition,idx_joincompetition_user_comp,false,false,true,true,false,null,null,"CREATE INDEX idx_joincompetition_user_comp ON public.joincompetition USING btree (canonical_user_id, competitionid)"
public,joincompetition,idx_joincompetition_userid,false,false,true,true,false,null,null,CREATE INDEX idx_joincompetition_userid ON public.joincompetition USING btree (userid)
